id,age_group,occupation,income,preference,frequency,price_sensitivity,brand_preference,brand_loyalty,persona_description
783,25-34,White Collar,8224,Latte,High,Medium,Manner,0.74,你是一名25-34岁的White Collar，生活在上海。月收入约8224元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.74。
784,35-44,Freelance,11556,Latte,Medium,Medium,Luckin,0.44,你是一名35-44岁的Freelance，生活在上海。月收入约11556元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.44。
785,35-44,Tech/Finance,24327,Americano,High,Medium,Luckin,0.44,你是一名35-44岁的Tech/Finance，生活在上海。月收入约24327元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.44。
786,45-54,White Collar,22881,Latte,High,Medium,Starbucks,0.78,你是一名45-54岁的White Collar，生活在上海。月收入约22881元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.78。
787,55-64,Freelance,6402,Tea,Medium,High,Seesaw,0.46,你是一名55-64岁的Freelance，生活在上海。月收入约6402元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.46。
788,65+,Tech/Finance,10769,Americano,High,Medium,Starbucks,0.49,你是一名65+岁的Tech/Finance，生活在上海。月收入约10769元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.49。
789,25-34,White Collar,11361,Specialty,High,Medium,Luckin,0.42,你是一名25-34岁的White Collar，生活在上海。月收入约11361元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.42。
790,35-44,White Collar,9677,Latte,High,Medium,Nowwa,0.38,你是一名35-44岁的White Collar，生活在上海。月收入约9677元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.38。
791,25-34,Service/Blue,7923,Latte,High,High,Luckin,0.27,你是一名25-34岁的Service/Blue，生活在上海。月收入约7923元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.27。
792,25-34,White Collar,21404,Specialty,High,Medium,Luckin,0.75,你是一名25-34岁的White Collar，生活在上海。月收入约21404元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.75。
793,25-34,Service/Blue,6393,Americano,High,High,Tims,0.25,你是一名25-34岁的Service/Blue，生活在上海。月收入约6393元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.25。
794,18-24,Student,1638,Latte,Medium,High,Starbucks,0.71,你是一名18-24岁的Student，生活在上海。月收入约1638元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.71。
795,45-54,White Collar,11244,Specialty,High,Medium,Luckin,0.73,你是一名45-54岁的White Collar，生活在上海。月收入约11244元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.73。
796,35-44,White Collar,15688,Latte,High,Medium,Nowwa,0.24,你是一名35-44岁的White Collar，生活在上海。月收入约15688元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.24。
797,55-64,Retired,6866,Tea,Low,High,Nowwa,0.27,你是一名55-64岁的Retired，生活在上海。月收入约6866元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.27。
798,25-34,White Collar,8887,Latte,High,Medium,Nowwa,0.63,你是一名25-34岁的White Collar，生活在上海。月收入约8887元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.63。
799,25-34,White Collar,4975,Americano,High,High,Luckin,0.47,你是一名25-34岁的White Collar，生活在上海。月收入约4975元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.47。
800,65+,Retired,10115,Tea,Low,Medium,Luckin,0.72,你是一名65+岁的Retired，生活在上海。月收入约10115元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.72。
801,65+,Retired,3881,Americano,Low,High,Luckin,0.73,你是一名65+岁的Retired，生活在上海。月收入约3881元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.73。
802,25-34,White Collar,12377,Latte,High,Medium,MStand,0.74,你是一名25-34岁的White Collar，生活在上海。月收入约12377元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对M Stand有一定偏好，品牌忠诚度约0.74。
803,25-34,White Collar,16296,Latte,High,Medium,Nowwa,0.5,你是一名25-34岁的White Collar，生活在上海。月收入约16296元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.5。
804,35-44,White Collar,13992,Specialty,High,Medium,Luckin,0.66,你是一名35-44岁的White Collar，生活在上海。月收入约13992元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.66。
805,35-44,White Collar,28967,Latte,High,Low,Luckin,0.76,你是一名35-44岁的White Collar，生活在上海。月收入约28967元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.76。
806,45-54,White Collar,11410,Latte,High,Medium,Luckin,0.21,你是一名45-54岁的White Collar，生活在上海。月收入约11410元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.21。
807,25-34,Tech/Finance,28342,Americano,High,Low,Luckin,0.65,你是一名25-34岁的Tech/Finance，生活在上海。月收入约28342元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.65。
808,18-24,Student,2455,Latte,Medium,High,Manner,0.72,你是一名18-24岁的Student，生活在上海。月收入约2455元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.72。
809,35-44,White Collar,16213,Latte,High,Medium,Starbucks,0.34,你是一名35-44岁的White Collar，生活在上海。月收入约16213元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.34。
810,35-44,Service/Blue,8462,Americano,Medium,Medium,Starbucks,0.25,你是一名35-44岁的Service/Blue，生活在上海。月收入约8462元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.25。
811,18-24,White Collar,11857,Latte,High,Medium,Manner,0.35,你是一名18-24岁的White Collar，生活在上海。月收入约11857元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.35。
812,35-44,White Collar,12194,Americano,High,Medium,Tims,0.74,你是一名35-44岁的White Collar，生活在上海。月收入约12194元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.74。
813,35-44,Tech/Finance,32787,Americano,High,Low,Luckin,0.69,你是一名35-44岁的Tech/Finance，生活在上海。月收入约32787元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.69。
814,45-54,White Collar,15348,Latte,High,Medium,Luckin,0.23,你是一名45-54岁的White Collar，生活在上海。月收入约15348元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.23。
815,45-54,Tech/Finance,45996,Latte,High,Low,Seesaw,0.56,你是一名45-54岁的Tech/Finance，生活在上海。月收入约45996元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Low。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.56。
816,35-44,White Collar,11370,Americano,High,Medium,Tims,0.49,你是一名35-44岁的White Collar，生活在上海。月收入约11370元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.49。
817,55-64,Retired,5319,Americano,Low,High,Luckin,0.43,你是一名55-64岁的Retired，生活在上海。月收入约5319元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.43。
818,65+,Retired,4033,Americano,Low,High,MStand,0.24,你是一名65+岁的Retired，生活在上海。月收入约4033元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对M Stand有一定偏好，品牌忠诚度约0.24。
819,45-54,Tech/Finance,13038,Latte,High,Medium,Luckin,0.47,你是一名45-54岁的Tech/Finance，生活在上海。月收入约13038元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.47。
820,25-34,White Collar,15520,Americano,High,Medium,Nowwa,0.38,你是一名25-34岁的White Collar，生活在上海。月收入约15520元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.38。
821,35-44,White Collar,13123,Latte,High,Medium,Tims,0.66,你是一名35-44岁的White Collar，生活在上海。月收入约13123元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.66。
822,25-34,Freelance,3782,Latte,High,High,Luckin,0.26,你是一名25-34岁的Freelance，生活在上海。月收入约3782元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.26。
823,35-44,Freelance,16002,Latte,Medium,Medium,Starbucks,0.39,你是一名35-44岁的Freelance，生活在上海。月收入约16002元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.39。
824,35-44,White Collar,13810,Americano,High,Medium,Manner,0.58,你是一名35-44岁的White Collar，生活在上海。月收入约13810元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.58。
825,18-24,Service/Blue,5399,Americano,Medium,High,Starbucks,0.75,你是一名18-24岁的Service/Blue，生活在上海。月收入约5399元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.75。
826,25-34,Service/Blue,7727,Latte,High,High,Tims,0.72,你是一名25-34岁的Service/Blue，生活在上海。月收入约7727元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.72。
827,35-44,Service/Blue,5744,Latte,Medium,High,Luckin,0.52,你是一名35-44岁的Service/Blue，生活在上海。月收入约5744元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.52。
828,35-44,Freelance,1674,Latte,Medium,High,Tims,0.56,你是一名35-44岁的Freelance，生活在上海。月收入约1674元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.56。
829,25-34,White Collar,15045,Latte,High,Medium,Manner,0.53,你是一名25-34岁的White Collar，生活在上海。月收入约15045元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.53。
830,55-64,Retired,3835,Tea,Low,High,Manner,0.2,你是一名55-64岁的Retired，生活在上海。月收入约3835元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对Manner Coffee有一定偏好，品牌忠诚度约0.2。
831,55-64,Freelance,12109,Americano,Medium,Medium,Luckin,0.69,你是一名55-64岁的Freelance，生活在上海。月收入约12109元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.69。
832,55-64,White Collar,6917,Tea,High,High,Starbucks,0.27,你是一名55-64岁的White Collar，生活在上海。月收入约6917元。你对咖啡的需求频率是High。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.27。
833,65+,Retired,5836,Tea,Low,High,Luckin,0.42,你是一名65+岁的Retired，生活在上海。月收入约5836元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.42。
834,35-44,Freelance,26754,Specialty,Medium,Low,Tims,0.61,你是一名35-44岁的Freelance，生活在上海。月收入约26754元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Low。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.61。
835,25-34,White Collar,15819,Latte,High,Medium,Luckin,0.3,你是一名25-34岁的White Collar，生活在上海。月收入约15819元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.3。
836,35-44,White Collar,11916,Americano,High,Medium,Tims,0.66,你是一名35-44岁的White Collar，生活在上海。月收入约11916元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.66。
837,25-34,Tech/Finance,18673,Americano,High,Medium,PiYe,0.65,你是一名25-34岁的Tech/Finance，生活在上海。月收入约18673元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对皮爷咖啡有一定偏好，品牌忠诚度约0.65。
838,18-24,White Collar,15686,Latte,High,Medium,Arabica,0.75,你是一名18-24岁的White Collar，生活在上海。月收入约15686元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对%ARABICA有一定偏好，品牌忠诚度约0.75。
839,45-54,White Collar,13717,Latte,High,Medium,Luckin,0.75,你是一名45-54岁的White Collar，生活在上海。月收入约13717元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.75。
840,25-34,Tech/Finance,15557,Americano,High,Medium,Yongbo,0.69,你是一名25-34岁的Tech/Finance，生活在上海。月收入约15557元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.69。
841,25-34,Freelance,9817,Americano,High,Medium,Luckin,0.31,你是一名25-34岁的Freelance，生活在上海。月收入约9817元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.31。
842,18-24,Service/Blue,5553,Specialty,Medium,High,MStand,0.59,你是一名18-24岁的Service/Blue，生活在上海。月收入约5553元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对M Stand有一定偏好，品牌忠诚度约0.59。
843,18-24,White Collar,14393,Americano,High,Medium,Starbucks,0.76,你是一名18-24岁的White Collar，生活在上海。月收入约14393元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.76。
844,35-44,Service/Blue,6988,Americano,Medium,High,Luckin,0.36,你是一名35-44岁的Service/Blue，生活在上海。月收入约6988元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.36。
845,25-34,Tech/Finance,19127,Americano,High,Medium,Seesaw,0.65,你是一名25-34岁的Tech/Finance，生活在上海。月收入约19127元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Seesaw Coffee有一定偏好，品牌忠诚度约0.65。
846,45-54,White Collar,9717,Latte,High,Medium,Manner,0.39,你是一名45-54岁的White Collar，生活在上海。月收入约9717元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.39。
847,35-44,Tech/Finance,37615,Americano,High,Low,Luckin,0.79,你是一名35-44岁的Tech/Finance，生活在上海。月收入约37615元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.79。
848,25-34,White Collar,10245,Americano,High,Medium,Starbucks,0.63,你是一名25-34岁的White Collar，生活在上海。月收入约10245元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.63。
849,35-44,Tech/Finance,9221,Latte,High,Medium,Luckin,0.23,你是一名35-44岁的Tech/Finance，生活在上海。月收入约9221元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.23。
850,35-44,White Collar,12981,Americano,High,Medium,Nowwa,0.44,你是一名35-44岁的White Collar，生活在上海。月收入约12981元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.44。
851,25-34,Freelance,50441,Americano,High,Low,Luckin,0.63,你是一名25-34岁的Freelance，生活在上海。月收入约50441元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.63。
852,18-24,Student,2278,Specialty,Medium,High,Starbucks,0.51,你是一名18-24岁的Student，生活在上海。月收入约2278元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对星巴克有一定偏好，品牌忠诚度约0.51。
853,35-44,White Collar,17817,Latte,High,Medium,Nowwa,0.41,你是一名35-44岁的White Collar，生活在上海。月收入约17817元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.41。
854,65+,Retired,6029,Americano,Low,High,Luckin,0.8,你是一名65+岁的Retired，生活在上海。月收入约6029元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.8。
855,65+,Retired,6436,Americano,Low,High,Nowwa,0.4,你是一名65+岁的Retired，生活在上海。月收入约6436元。你对咖啡的需求频率是Low。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.4。
856,35-44,Service/Blue,7063,Americano,Medium,High,MStand,0.73,你是一名35-44岁的Service/Blue，生活在上海。月收入约7063元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对M Stand有一定偏好，品牌忠诚度约0.73。
857,65+,Retired,5287,Tea,Low,High,PiYe,0.8,你是一名65+岁的Retired，生活在上海。月收入约5287元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对皮爷咖啡有一定偏好，品牌忠诚度约0.8。
858,18-24,Student,2907,Latte,Medium,High,Nowwa,0.79,你是一名18-24岁的Student，生活在上海。月收入约2907元。你对咖啡的需求频率是Medium。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.79。
859,35-44,White Collar,19904,Latte,High,Medium,Nowwa,0.41,你是一名35-44岁的White Collar，生活在上海。月收入约19904元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.41。
860,65+,Freelance,6183,Tea,Medium,High,Luckin,0.52,你是一名65+岁的Freelance，生活在上海。月收入约6183元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.52。
861,35-44,Tech/Finance,28831,Americano,High,Low,Yongbo,0.23,你是一名35-44岁的Tech/Finance，生活在上海。月收入约28831元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Low。你对永璞咖啡有一定偏好，品牌忠诚度约0.23。
862,55-64,Freelance,16890,Tea,Medium,Medium,Yongbo,0.76,你是一名55-64岁的Freelance，生活在上海。月收入约16890元。你对咖啡的需求频率是Medium。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.76。
863,25-34,Tech/Finance,12986,Latte,High,Medium,Starbucks,0.25,你是一名25-34岁的Tech/Finance，生活在上海。月收入约12986元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.25。
864,65+,Retired,4812,Tea,Low,High,Luckin,0.2,你是一名65+岁的Retired，生活在上海。月收入约4812元。你对咖啡的需求频率是Low。你最喜欢的口味是Tea。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.2。
865,25-34,White Collar,13694,Specialty,High,Medium,Luckin,0.6,你是一名25-34岁的White Collar，生活在上海。月收入约13694元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.6。
866,55-64,Service/Blue,6745,Americano,Medium,High,Yongbo,0.73,你是一名55-64岁的Service/Blue，生活在上海。月收入约6745元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对永璞咖啡有一定偏好，品牌忠诚度约0.73。
867,55-64,White Collar,9765,Tea,High,Medium,Luckin,0.42,你是一名55-64岁的White Collar，生活在上海。月收入约9765元。你对咖啡的需求频率是High。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.42。
868,65+,Tech/Finance,13577,Latte,High,Medium,Nowwa,0.43,你是一名65+岁的Tech/Finance，生活在上海。月收入约13577元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对Nowwa 挪瓦咖啡有一定偏好，品牌忠诚度约0.43。
869,45-54,White Collar,11859,Americano,High,Medium,Luckin,0.59,你是一名45-54岁的White Collar，生活在上海。月收入约11859元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.59。
870,55-64,White Collar,14733,Tea,High,Medium,Starbucks,0.6,你是一名55-64岁的White Collar，生活在上海。月收入约14733元。你对咖啡的需求频率是High。你最喜欢的口味是Tea。在价格方面，你的敏感度属于Medium。你对星巴克有一定偏好，品牌忠诚度约0.6。
871,35-44,Service/Blue,7752,Americano,Medium,High,Tims,0.34,你是一名35-44岁的Service/Blue，生活在上海。月收入约7752元。你对咖啡的需求频率是Medium。你最喜欢的口味是Americano。在价格方面，你的敏感度属于High。你对Tims 天好咖啡有一定偏好，品牌忠诚度约0.34。
872,18-24,Student,2551,Specialty,Medium,High,Luckin,0.27,你是一名18-24岁的Student，生活在上海。月收入约2551元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.27。
873,25-34,Service/Blue,5143,Latte,High,High,Luckin,0.7,你是一名25-34岁的Service/Blue，生活在上海。月收入约5143元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.7。
874,25-34,White Collar,21099,Americano,High,Medium,Luckin,0.29,你是一名25-34岁的White Collar，生活在上海。月收入约21099元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.29。
875,45-54,White Collar,15660,Latte,High,Medium,Luckin,0.55,你是一名45-54岁的White Collar，生活在上海。月收入约15660元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.55。
876,45-54,White Collar,8441,Specialty,High,Medium,Manner,0.62,你是一名45-54岁的White Collar，生活在上海。月收入约8441元。你对咖啡的需求频率是High。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.62。
877,45-54,White Collar,12136,Americano,High,Medium,Yongbo,0.53,你是一名45-54岁的White Collar，生活在上海。月收入约12136元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对永璞咖啡有一定偏好，品牌忠诚度约0.53。
878,35-44,White Collar,15755,Latte,High,Medium,Luckin,0.63,你是一名35-44岁的White Collar，生活在上海。月收入约15755元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.63。
879,25-34,Service/Blue,8778,Latte,High,Medium,Luckin,0.71,你是一名25-34岁的Service/Blue，生活在上海。月收入约8778元。你对咖啡的需求频率是High。你最喜欢的口味是Latte。在价格方面，你的敏感度属于Medium。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.71。
880,25-34,White Collar,8859,Americano,High,Medium,Manner,0.8,你是一名25-34岁的White Collar，生活在上海。月收入约8859元。你对咖啡的需求频率是High。你最喜欢的口味是Americano。在价格方面，你的敏感度属于Medium。你对Manner Coffee有一定偏好，品牌忠诚度约0.8。
881,18-24,Student,4316,Specialty,Medium,High,Luckin,0.33,你是一名18-24岁的Student，生活在上海。月收入约4316元。你对咖啡的需求频率是Medium。你最喜欢的口味是Specialty。在价格方面，你的敏感度属于High。你对瑞幸咖啡有一定偏好，品牌忠诚度约0.33。
